# Time,          dR,        dR_adv         dL
0.000000,    0.000000,    0.000000,    0.000000
0.000004,    -0.000000,    0.000000,    -0.000223
0.000008,    -0.000000,    0.000000,    -0.000195
0.000013,    -0.000000,    0.000000,    -0.000144
0.000017,    -0.000000,    0.000000,    -0.000100
0.000021,    -0.000000,    0.000000,    -0.000064
0.000025,    -0.000000,    0.000000,    -0.000035
0.000029,    -0.000001,    0.000000,    -0.000012
0.000033,    -0.000001,    0.000000,    0.000006
0.000038,    -0.000001,    0.000000,    0.000021
0.000042,    -0.000001,    0.000000,    0.000034
0.000046,    -0.000001,    0.000000,    0.000045
0.000050,    -0.000001,    0.000000,    0.000054
0.000054,    -0.000001,    0.000001,    0.000063
0.000058,    -0.000001,    0.000001,    0.000071
0.000063,    -0.000001,    0.000001,    0.000078
0.000067,    -0.000001,    0.000001,    0.000085
0.000071,    -0.000001,    0.000001,    0.000092
0.000075,    -0.000001,    0.000001,    0.000099
0.000079,    -0.000001,    0.000001,    0.000105
0.000083,    -0.000001,    0.000001,    0.000112
0.000088,    -0.000001,    0.000001,    0.000118
0.000092,    -0.000001,    0.000001,    0.000124
0.000096,    -0.000001,    0.000001,    0.000130
0.000100,    -0.000001,    0.000001,    0.000137
0.000104,    -0.000001,    0.000001,    0.000143
0.000108,    -0.000001,    0.000001,    0.000149
0.000113,    -0.000001,    0.000001,    0.000155
0.000117,    -0.000001,    0.000001,    0.000162
0.000121,    -0.000001,    0.000001,    0.000168
0.000125,    -0.000001,    0.000001,    0.000174
0.000129,    -0.000001,    0.000001,    0.000181
0.000133,    -0.000001,    0.000001,    0.000187
0.000138,    -0.000001,    0.000001,    0.000193
0.000142,    -0.000001,    0.000001,    0.000200
0.000146,    -0.000001,    0.000001,    0.000206
0.000150,    -0.000001,    0.000001,    0.000213
0.000154,    -0.000001,    0.000001,    0.000219
0.000158,    -0.000001,    0.000001,    0.000226
0.000163,    -0.000001,    0.000002,    0.000232
0.000167,    -0.000001,    0.000002,    0.000239
0.000171,    -0.000001,    0.000002,    0.000246
0.000175,    -0.000001,    0.000002,    0.000252
0.000179,    -0.000001,    0.000002,    0.000259
0.000183,    -0.000001,    0.000002,    0.000266
0.000188,    -0.000001,    0.000002,    0.000272
0.000192,    -0.000001,    0.000002,    0.000279
0.000196,    -0.000001,    0.000002,    0.000286
0.000200,    -0.000001,    0.000002,    0.000293
0.000204,    -0.000001,    0.000002,    0.000300
0.000208,    -0.000001,    0.000002,    0.000306
0.000213,    -0.000001,    0.000002,    0.000313
0.000217,    -0.000001,    0.000002,    0.000320
0.000221,    -0.000001,    0.000002,    0.000327
0.000225,    -0.000001,    0.000002,    0.000334
0.000229,    -0.000001,    0.000002,    0.000341
0.000233,    -0.000001,    0.000002,    0.000348
0.000238,    -0.000001,    0.000002,    0.000355
0.000242,    -0.000001,    0.000002,    0.000362
0.000246,    -0.000001,    0.000002,    0.000369
0.000250,    -0.000001,    0.000002,    0.000376
0.000254,    -0.000001,    0.000002,    0.000383
0.000258,    -0.000001,    0.000002,    0.000390
0.000263,    -0.000001,    0.000002,    0.000397
0.000267,    -0.000001,    0.000003,    0.000404
0.000271,    -0.000001,    0.000003,    0.000411
0.000275,    -0.000000,    0.000003,    0.000418
0.000279,    -0.000000,    0.000003,    0.000425
0.000283,    -0.000000,    0.000003,    0.000432
0.000288,    -0.000000,    0.000003,    0.000439
0.000292,    -0.000000,    0.000003,    0.000446
0.000296,    -0.000000,    0.000003,    0.000453
0.000300,    -0.000000,    0.000003,    0.000460
0.000304,    -0.000000,    0.000003,    0.000467
0.000308,    -0.000000,    0.000003,    0.000475
0.000313,    -0.000000,    0.000003,    0.000482
0.000317,    -0.000000,    0.000003,    0.000489
0.000321,    -0.000000,    0.000003,    0.000496
0.000325,    0.000000,    0.000003,    0.000503
0.000329,    0.000000,    0.000003,    0.000510
0.000333,    0.000000,    0.000003,    0.000517
0.000338,    0.000000,    0.000003,    0.000524
0.000342,    0.000000,    0.000003,    0.000531
0.000346,    0.000000,    0.000003,    0.000539
0.000350,    0.000000,    0.000003,    0.000546
0.000354,    0.000000,    0.000003,    0.000553
0.000358,    0.000000,    0.000003,    0.000560
0.000363,    0.000000,    0.000003,    0.000567
0.000367,    0.000001,    0.000003,    0.000574
0.000371,    0.000001,    0.000004,    0.000581
0.000375,    0.000001,    0.000004,    0.000589
0.000379,    0.000001,    0.000004,    0.000596
0.000383,    0.000001,    0.000004,    0.000603
0.000388,    0.000001,    0.000004,    0.000610
0.000392,    0.000001,    0.000004,    0.000617
0.000396,    0.000001,    0.000004,    0.000624
0.000400,    0.000001,    0.000004,    0.000631
0.000404,    0.000001,    0.000004,    0.000638
0.000408,    0.000001,    0.000004,    0.000646
0.000413,    0.000001,    0.000004,    0.000653
0.000417,    0.000001,    0.000004,    0.000660
0.000421,    0.000001,    0.000004,    0.000667
0.000425,    0.000001,    0.000004,    0.000674
0.000429,    0.000001,    0.000004,    0.000681
0.000433,    0.000001,    0.000004,    0.000688
0.000438,    0.000002,    0.000004,    0.000695
0.000442,    0.000002,    0.000004,    0.000703
0.000446,    0.000002,    0.000004,    0.000710
0.000450,    0.000002,    0.000004,    0.000717
0.000454,    0.000002,    0.000004,    0.000724
0.000458,    0.000002,    0.000004,    0.000731
0.000463,    0.000002,    0.000004,    0.000738
0.000467,    0.000002,    0.000004,    0.000745
0.000471,    0.000002,    0.000004,    0.000752
0.000475,    0.000002,    0.000005,    0.000759
0.000479,    0.000002,    0.000005,    0.000766
0.000483,    0.000002,    0.000005,    0.000773
0.000488,    0.000002,    0.000005,    0.000780
0.000492,    0.000002,    0.000005,    0.000787
0.000496,    0.000002,    0.000005,    0.000795
0.000500,    0.000002,    0.000005,    0.000802
0.000504,    0.000003,    0.000005,    0.000809
0.000508,    0.000003,    0.000005,    0.000816
0.000513,    0.000003,    0.000005,    0.000823
0.000517,    0.000003,    0.000005,    0.000830
0.000521,    0.000003,    0.000005,    0.000837
0.000525,    0.000003,    0.000005,    0.000844
0.000529,    0.000003,    0.000005,    0.000851
0.000533,    0.000003,    0.000005,    0.000858
0.000538,    0.000003,    0.000005,    0.000865
0.000542,    0.000003,    0.000005,    0.000872
0.000546,    0.000003,    0.000005,    0.000879
0.000550,    0.000003,    0.000005,    0.000886
0.000554,    0.000003,    0.000005,    0.000893
0.000558,    0.000004,    0.000005,    0.000900
0.000563,    0.000004,    0.000005,    0.000907
0.000567,    0.000004,    0.000005,    0.000914
0.000571,    0.000004,    0.000005,    0.000920
0.000575,    0.000004,    0.000006,    0.000927
