# Time,          dR,        dR_adv         dL
0.000000,    0.000000,    0.000000,    0.000000
0.000004,    0.000000,    0.000000,    -0.000086
0.000008,    0.000000,    0.000000,    0.000027
0.000013,    0.000000,    0.000000,    -0.000038
0.000017,    0.000001,    0.000000,    0.000036
0.000021,    0.000001,    0.000000,    -0.000002
0.000025,    0.000001,    0.000000,    0.000046
0.000029,    0.000001,    0.000000,    0.000026
0.000033,    0.000001,    0.000000,    0.000059
0.000038,    0.000001,    0.000000,    0.000051
0.000042,    0.000001,    0.000000,    0.000074
0.000046,    0.000001,    0.000000,    0.000072
0.000050,    0.000001,    0.000000,    0.000090
0.000054,    0.000001,    0.000001,    0.000093
0.000058,    0.000002,    0.000001,    0.000108
0.000063,    0.000002,    0.000001,    0.000113
0.000067,    0.000002,    0.000001,    0.000125
0.000071,    0.000002,    0.000001,    0.000132
0.000075,    0.000002,    0.000001,    0.000143
0.000079,    0.000002,    0.000001,    0.000151
0.000083,    0.000002,    0.000001,    0.000161
0.000088,    0.000002,    0.000001,    0.000169
0.000092,    0.000002,    0.000001,    0.000179
0.000096,    0.000002,    0.000001,    0.000187
0.000100,    0.000002,    0.000001,    0.000197
0.000104,    0.000002,    0.000001,    0.000205
0.000108,    0.000002,    0.000001,    0.000214
0.000113,    0.000002,    0.000001,    0.000223
0.000117,    0.000002,    0.000001,    0.000232
0.000121,    0.000003,    0.000001,    0.000241
0.000125,    0.000003,    0.000001,    0.000249
0.000129,    0.000003,    0.000001,    0.000258
0.000133,    0.000003,    0.000001,    0.000267
