# Time,       mechanicalVelocity,           shiftVelocity
0.000000,  0.000000,  0.000000
0.000004,  0.000057,  0.000079
0.000008,  0.000062,  0.000071
0.000013,  0.000058,  0.000068
0.000017,  0.000061,  0.000066
0.000021,  0.000059,  0.000064
0.000025,  0.000060,  0.000063
0.000029,  0.000059,  0.000062
0.000033,  0.000060,  0.000061
0.000038,  0.000060,  0.000060
0.000042,  0.000060,  0.000059
0.000046,  0.000060,  0.000058
0.000050,  0.000060,  0.000058
0.000054,  0.000060,  0.000057
0.000058,  0.000060,  0.000057
0.000063,  0.000060,  0.000056
0.000067,  0.000060,  0.000056
0.000071,  0.000060,  0.000055
0.000075,  0.000060,  0.000055
0.000079,  0.000060,  0.000054
0.000083,  0.000060,  0.000054
0.000088,  0.000060,  0.000054
0.000092,  0.000060,  0.000053
0.000096,  0.000060,  0.000053
0.000100,  0.000060,  0.000053
0.000104,  0.000060,  0.000053
0.000108,  0.000060,  0.000052
0.000113,  0.000060,  0.000052
0.000117,  0.000060,  0.000052
0.000121,  0.000060,  0.000052
0.000125,  0.000060,  0.000052
0.000129,  0.000060,  0.000051
0.000133,  0.000060,  0.000051
0.000138,  0.000060,  0.000051
0.000142,  0.000060,  0.000051
0.000146,  0.000060,  0.000051
0.000150,  0.000060,  0.000051
0.000154,  0.000060,  0.000051
0.000158,  0.000060,  0.000050
0.000163,  0.000060,  0.000050
0.000167,  0.000060,  0.000050
0.000171,  0.000060,  0.000050
0.000175,  0.000060,  0.000050
0.000179,  0.000060,  0.000050
0.000183,  0.000060,  0.000050
0.000188,  0.000060,  0.000050
0.000192,  0.000060,  0.000050
0.000196,  0.000060,  0.000050
0.000200,  0.000060,  0.000049
0.000204,  0.000060,  0.000049
0.000208,  0.000060,  0.000049
0.000213,  0.000060,  0.000049
0.000217,  0.000060,  0.000049
0.000221,  0.000060,  0.000049
0.000225,  0.000060,  0.000049
0.000229,  0.000060,  0.000049
0.000233,  0.000060,  0.000049
0.000238,  0.000060,  0.000049
0.000242,  0.000060,  0.000049
0.000246,  0.000060,  0.000049
0.000250,  0.000060,  0.000049
0.000254,  0.000060,  0.000049
0.000258,  0.000060,  0.000049
0.000263,  0.000060,  0.000049
0.000267,  0.000060,  0.000049
0.000271,  0.000060,  0.000049
0.000275,  0.000060,  0.000049
0.000279,  0.000060,  0.000049
0.000283,  0.000060,  0.000048
0.000288,  0.000060,  0.000048
0.000292,  0.000060,  0.000048
0.000296,  0.000060,  0.000048
0.000300,  0.000060,  0.000048
0.000304,  0.000060,  0.000048
0.000308,  0.000060,  0.000048
0.000313,  0.000060,  0.000048
0.000317,  0.000060,  0.000048
0.000321,  0.000060,  0.000048
0.000325,  0.000060,  0.000048
0.000329,  0.000060,  0.000048
0.000333,  0.000060,  0.000048
0.000338,  0.000060,  0.000048
0.000342,  0.000060,  0.000048
0.000346,  0.000060,  0.000048
0.000350,  0.000060,  0.000048
0.000354,  0.000060,  0.000048
0.000358,  0.000059,  0.000048
0.000363,  0.000059,  0.000048
0.000367,  0.000059,  0.000048
0.000371,  0.000059,  0.000048
0.000375,  0.000059,  0.000048
0.000379,  0.000059,  0.000048
0.000383,  0.000059,  0.000048
0.000388,  0.000059,  0.000048
0.000392,  0.000059,  0.000048
0.000396,  0.000059,  0.000048
0.000400,  0.000059,  0.000048
0.000404,  0.000059,  0.000048
0.000408,  0.000059,  0.000048
0.000413,  0.000059,  0.000048
0.000417,  0.000059,  0.000048
0.000421,  0.000059,  0.000048
0.000425,  0.000059,  0.000048
0.000429,  0.000059,  0.000048
0.000433,  0.000059,  0.000048
0.000438,  0.000059,  0.000048
0.000442,  0.000059,  0.000048
0.000446,  0.000059,  0.000048
0.000450,  0.000059,  0.000048
0.000454,  0.000059,  0.000048
0.000458,  0.000059,  0.000048
0.000463,  0.000059,  0.000048
0.000467,  0.000059,  0.000048
0.000471,  0.000059,  0.000048
0.000475,  0.000059,  0.000048
0.000479,  0.000059,  0.000048
0.000483,  0.000059,  0.000048
0.000488,  0.000059,  0.000048
0.000492,  0.000059,  0.000048
0.000496,  0.000059,  0.000048
0.000500,  0.000059,  0.000048
0.000504,  0.000059,  0.000048
0.000508,  0.000059,  0.000048
0.000513,  0.000059,  0.000048
0.000517,  0.000059,  0.000048
0.000521,  0.000059,  0.000048
0.000525,  0.000059,  0.000048
0.000529,  0.000059,  0.000048
0.000533,  0.000059,  0.000048
0.000538,  0.000059,  0.000048
0.000542,  0.000059,  0.000048
0.000546,  0.000059,  0.000048
0.000550,  0.000059,  0.000048
0.000554,  0.000059,  0.000048
0.000558,  0.000059,  0.000048
0.000563,  0.000059,  0.000048
0.000567,  0.000059,  0.000048
0.000571,  0.000059,  0.000048
0.000575,  0.000059,  0.000048
0.000579,  0.000059,  0.000048
0.000583,  0.000059,  0.000048
0.000588,  0.000059,  0.000048
0.000592,  0.000059,  0.000048
0.000596,  0.000059,  0.000048
0.000600,  0.000059,  0.000048
0.000604,  0.000059,  0.000048
0.000608,  0.000059,  0.000048
0.000613,  0.000059,  0.000048
0.000617,  0.000059,  0.000048
0.000621,  0.000059,  0.000048
0.000625,  0.000059,  0.000048
0.000629,  0.000059,  0.000048
0.000633,  0.000059,  0.000048
0.000638,  0.000059,  0.000048
0.000642,  0.000059,  0.000048
0.000646,  0.000059,  0.000048
0.000650,  0.000059,  0.000048
0.000654,  0.000059,  0.000048
0.000658,  0.000059,  0.000048
0.000663,  0.000059,  0.000048
0.000667,  0.000059,  0.000048
0.000671,  0.000059,  0.000048
0.000675,  0.000059,  0.000048
0.000679,  0.000058,  0.000048
0.000683,  0.000058,  0.000048
0.000688,  0.000058,  0.000048
0.000692,  0.000058,  0.000048
0.000696,  0.000058,  0.000048
0.000700,  0.000058,  0.000048
0.000704,  0.000058,  0.000048
0.000708,  0.000058,  0.000048
0.000713,  0.000058,  0.000048
0.000717,  0.000058,  0.000048
0.000721,  0.000058,  0.000048
0.000725,  0.000058,  0.000048
0.000729,  0.000058,  0.000048
0.000733,  0.000058,  0.000048
0.000738,  0.000058,  0.000048
0.000742,  0.000058,  0.000048
0.000746,  0.000058,  0.000048
0.000750,  0.000058,  0.000048
0.000754,  0.000058,  0.000048
0.000758,  0.000058,  0.000048
0.000763,  0.000058,  0.000048
0.000767,  0.000058,  0.000048
0.000771,  0.000058,  0.000048
0.000775,  0.000058,  0.000048
0.000779,  0.000058,  0.000048
0.000783,  0.000058,  0.000048
0.000788,  0.000058,  0.000048
0.000792,  0.000058,  0.000048
0.000796,  0.000058,  0.000048
0.000800,  0.000058,  0.000048
0.000804,  0.000058,  0.000048
0.000808,  0.000058,  0.000048
0.000813,  0.000058,  0.000048
0.000817,  0.000058,  0.000048
0.000821,  0.000058,  0.000048
0.000825,  0.000058,  0.000048
0.000829,  0.000058,  0.000048
0.000833,  0.000058,  0.000048
0.000838,  0.000058,  0.000048
0.000842,  0.000058,  0.000048
0.000846,  0.000058,  0.000048
0.000850,  0.000058,  0.000048
0.000854,  0.000058,  0.000048
0.000858,  0.000058,  0.000048
0.000863,  0.000058,  0.000048
0.000867,  0.000058,  0.000048
0.000871,  0.000058,  0.000048
0.000875,  0.000058,  0.000048
0.000879,  0.000058,  0.000048
0.000883,  0.000058,  0.000048
0.000888,  0.000058,  0.000048
0.000892,  0.000058,  0.000048
0.000896,  0.000058,  0.000048
0.000900,  0.000058,  0.000048
0.000904,  0.000058,  0.000048
0.000908,  0.000058,  0.000048
0.000913,  0.000058,  0.000048
0.000917,  0.000058,  0.000048
0.000921,  0.000058,  0.000048
0.000925,  0.000058,  0.000048
0.000929,  0.000058,  0.000048
0.000933,  0.000058,  0.000048
0.000938,  0.000058,  0.000048
0.000942,  0.000058,  0.000048
0.000946,  0.000058,  0.000048
0.000950,  0.000058,  0.000048
0.000954,  0.000058,  0.000048
0.000958,  0.000058,  0.000048
0.000963,  0.000058,  0.000048
0.000967,  0.000058,  0.000048
0.000971,  0.000058,  0.000048
0.000975,  0.000058,  0.000048
0.000979,  0.000058,  0.000048
0.000983,  0.000058,  0.000048
0.000988,  0.000058,  0.000048
0.000992,  0.000058,  0.000048
0.000996,  0.000058,  0.000048
0.001000,  0.000058,  0.000048
0.001004,  0.000058,  0.000048
0.001008,  0.000058,  0.000048
0.001013,  0.000058,  0.000048
0.001017,  0.000058,  0.000048
0.001021,  0.000058,  0.000048
0.001025,  0.000058,  0.000048
0.001029,  0.000058,  0.000048
0.001033,  0.000058,  0.000048
0.001038,  0.000058,  0.000048
0.001042,  0.000058,  0.000048
0.001046,  0.000058,  0.000048
0.001050,  0.000058,  0.000048
0.001054,  0.000058,  0.000048
0.001058,  0.000058,  0.000048
0.001063,  0.000058,  0.000048
0.001067,  0.000058,  0.000048
0.001071,  0.000058,  0.000048
